Username,Location,Date,Content,Rating,Title,Experience_date
EMANUELE,IT,20 dic 2024,"Per ora ho solo fatto il contratto,con l aiuto di facile.it e stranamente sembra essere andato bene,vedremo il divenire",5,Apertura contratto,18 dicembre 2024
Michele,IT,21 dic 2024,Persona cortese e precisa. Iter di passaggio da altro operatore semplice e lineare.,5,Cortesia e precisione,21 dicembre 2024
Bibiana Locatelli,PT,22 dic 2024,"facile e veloce, nel calcolare i preventivi e attivare la
sottoscrizione",5,facile e veloce,22 dicembre 2024
Calogero La Loggia,IT,Un giorno fa,Buona facile gentile,5,Buona facile,02 gennaio 2025
Aurora,IT,Un giorno fa,Operatrice gentile e competente. Attivazione facile e veloce!,5,Operatrice gentile e attivazione facile,02 gennaio 2025
Luigi Ossola,IT,21 dic 2024,"gentilezza, precisione e cura nel seguirmi passa passo on line",5,attenzione del cliente,21 dicembre 2024
LAURA,IT,2 giorni fa,molto disponibili e gentili,5,ottimo,02 gennaio 2025
barbara,IT,5 giorni fa,"L'operatrice Graziella è stata gentile e disponibile, seguendomi nelle varie operazioni.",5,Professionalità e garbo,30 dicembre 2024
Stefania,IT,Un giorno fa,N/A,5,La chiarezza e la semplicità di accesso.,02 gennaio 2025
Irene Annoni,IT,27 dic 2024,"Operatrice Elena, gentilissima e professionale, prima esperienza in sorgenia positiva al 100%",5,Prima attivazione,27 dicembre 2024
Gino Comino,IT,23 dic 2024,Mi sono trovato bene anche con l operatore molto gentile,5,Magnifica,23 dicembre 2024
MONICA PALMIRA CHAU,IT,12 ore fa,"Procedura semplice, operatrice molto professionale e gentile.",5,Procedura semplice,03 gennaio 2025
Sandro Pagone,IT,4 giorni fa,MOLTO BENE CON OPERATORE,5,MOLTO BENE,31 dicembre 2024
Ivano Polignano,IT,5 giorni fa,"Trasparenza, velocità e semplicità nel sottoscrivere il contratto",5,Ottima esperienza,30 dicembre 2024
Antonella Filomena Pertosa,IT,10 ore fa,"Cordialità, precisione, completezza e chiarezza nelle informazioni ricevute",5,Chiarezza e cordialità,03 gennaio 2025
francesco tolusso,IT,4 giorni fa,sito rapido e veloce,5,ottima,31 dicembre 2024
Mauro Vavassori,IT,4 giorni fa,N/A,5,Cortesia dell’operatrice,30 dicembre 2024
Riccardo,IT,21 dic 2024,Passaggio da altro operatore semplice e veloce,5,Passaggio semplice e veloce,18 dicembre 2024
Rossana Rossi,IT,4 giorni fa,Esperienza positiva operatore Savino estremamente gentile e esperto.,5,Esperienza positiva operatore Savino…,30 dicembre 2024
COLOMBO MASSIMO,IT,4 giorni fa,Ottima accoglienza personale gentilissimo e affabile e professionale molto soddisfatto consiglio.,5,Ottima accoglienza,31 dicembre 2024
Paolo Porro,IT,4 ore fa,N/A,5,"Chiara,semplice,efficace.",03 gennaio 2025
Marco Bonfieni,IT,24 dic 2024,"Ottima esperienza, gentili, rapidi, cortesi.
Grazie Sorgenia!",5,Ottima esperienza,24 dicembre 2024
Michaela Perazzolo,IT,7 giorni fa,Veloce e facile. Conveniente,5,Veloce e facile,27 dicembre 2024
AURORA CATANIA,IT,3 giorni fa,"Erica operatrice fantastica
Grazieeeeeeeeeeee",5,Erica operatrice fantastica,31 dicembre 2024
Silvio Antonio Dagoberti,IT,9 ore fa,VELOCISSIMO IL CONTRATTO,5,OTTIMO,03 gennaio 2025
Laura,IT,4 ore fa,Gentilezza e competenza,5,Attivazione offerta luce e gas,03 gennaio 2025
Noemi Verde,IT,23 dic 2024,"Servizio chiaro,veloce ed efficiente",5,"Servizio chiaro,veloce ed efficiente",23 dicembre 2024
Alberto Sartori,IT,3 ore fa,N/A,5,competenza e celerità,03 gennaio 2025
Domenico Di Donato,IT,7 ore fa,Ottima esperienza,5,Ottima esperienza,03 gennaio 2025
Enrico Grazioli,IT,3 giorni fa,Ottima assistenza da parte degli operatori telefonici,4,Ottima assistenza da parte degli…,31 dicembre 2024
ELISEO LUISI,IT,6 giorni fa,la trasparenza,5,la spiegazione dell'operatore,28 dicembre 2024
Alberto Marazzi,IT,27 dic 2024,N/A,5,Persone molto gentili,27 dicembre 2024
Stefania Pinato,IT,27 dic 2024,gemma cordiale e professionale,5,gemma top,27 dicembre 2024
Emilio,IT,Un giorno fa,Gentilezza e facilità,5,Gentilezza e facilità,02 gennaio 2025
Luciano Albano,IT,4 giorni fa,"Fantastica esperienza, cordialità e chiarezza hanno contraddistinto l'operatrice.",5,Fantastica esperienza,30 dicembre 2024
Maria Rosa De Falco,IT,27 dic 2024,La sig. ra Elena si è mostrata molto competente e gentile,5,Positiva,27 dicembre 2024
Mirko Grassia,IT,20 dic 2024,"PERSONALE COMPETENTE, SMART E CAPACE!",5,PERSONALE COMPETENTE,20 dicembre 2024
Nicolina Paletta,IT,21 dic 2024,N/A,5,gli opeatori sono bravissimi,21 dicembre 2024
Davide Razzetti,IT,23 dic 2024,"Operatore top, chiaro e paziente",5,Attivazione subentro luce e gas,23 dicembre 2024
Edoardo Ghirardelli,IT,24 dic 2024,N/A,5,tutto bene operatrice gentile,24 dicembre 2024
Diego Muraro,IT,20 dic 2024,Bravissimi e molto competenti e premurosi,5,Persone Competenti e Gentili,20 dicembre 2024
Alessio Marcello Oltolini,IT,23 dic 2024,"Servizio fantastico,chiaro e molto soddisfacente ,operatrice preparata e trasparente",5,"Servizio fantastico,chiaro e molto…",23 dicembre 2024
Monica Mattioli,IT,8 ore fa,Personale gentilissimo e competente.,5,Personale gentilissimo e competente.,03 gennaio 2025
FAUSTO,IT,27 dic 2024,Efficienza e rapidità nella consulenza richiesta,5,Efficienza e rapidità nella consulenza…,27 dicembre 2024
Salvatore,IT,7 giorni fa,"Servizio efficiente, celerità professionalità ed estrema chiarezza",5,Celerità cortesia e competenza,28 dicembre 2024
Caterina Licini,IT,23 dic 2024,consulente top,5,consulente top,23 dicembre 2024
Gianfranco Loiacono,IT,4 giorni fa,"Operatrice Erica fantastica, simpatica e professionale",5,Operatrice Erica fantastica,30 dicembre 2024
Lorena Bonacina,IT,21 dic 2024,N/A,5,La consulente Noemi,21 dicembre 2024
Mariano,IT,4 giorni fa,N/A,5,Operatrice molto disponibile e preparata,30 dicembre 2024
Rocco De Gregorio,IT,5 giorni fa,"Operatore veloce, disponibile e cortese",5,Comodo al telefono e veloce,30 dicembre 2024
Alessandra Vuotto,IT,6 ore fa,Ottima assistenza Mariagrazia,5,Ottima assistenza Mariagrazia,03 gennaio 2025
Nica Iacobelli,IT,5 giorni fa,Ottima esperienza,5,Ottima esperienza,30 dicembre 2024
Mariangela Muccini,IT,5 giorni fa,Ottimo servizio,5,Ottimo servizio,30 dicembre 2024
Ludovica Barone,IT,27 dic 2024,"Chiarezza, velocità e gentilezza!",5,Super servizio clienti,27 dicembre 2024
Giuseppe Manunza De Rosa,IT,4 giorni fa,Gemma gentilissima. Ottimo lavoro,5,Gemma gentilissima,30 dicembre 2024
Marialetizia Palanti,IT,24 dic 2024,gentilezza disponibiltà buon servizi grazie,5,gentilezza disponibiltà buon servizi…,23 dicembre 2024
Vito Fariello,IT,3 giorni fa,Nuovo cliente,5,Lo Vedremo solo capendo,31 dicembre 2024
Claudia Granzotto,IT,3 giorni fa,Operatore molto chiaro nell'esposizione,5,chiarezza operatore,31 dicembre 2024
Tommaso Fossella,IT,4 giorni fa,Semplicità e rapidità. Cortesia dell'operatore.,5,Semplicità e rapidità,30 dicembre 2024
Mauro Alessandro,IT,27 dic 2024,Ottima assistenza da parte dell'operatore,5,Ottima assistenza da parte…,27 dicembre 2024
giuseppe vita,IT,22 dic 2024,esperienza ottima molto facile l'iscrizione,5,esperienza ottima molto facile…,22 dicembre 2024
Rory,IT,27 dic 2024,"Operatore gentilissimo, chiaro e competente",5,Operatore gentilissimo,27 dicembre 2024
Marcello Piccolo,IT,27 dic 2024,Utente telefonico professionale e gentile,5,Utente telefonico professionale e…,27 dicembre 2024
maurizio zanini,IT,6 ore fa,Operatore competente,5,Operatore competente,03 gennaio 2025
Roberta Zanini,IT,4 giorni fa,Il risparmio,5,Cortesia,30 dicembre 2024
Manuel Montera,IT,27 dic 2024,N/A,5,Competenza e velocità,27 dicembre 2024
Daniele D'Adamo,IT,27 dic 2024,"Disponibilità, cortesia e pazienza dell'operatrice (Erica)",5,Disponibilità,27 dicembre 2024
Fabio,IT,6 giorni fa,"Veloci, precisi, gentili, preparati.",5,Facile.,28 dicembre 2024
Giovanni,IT,27 dic 2024,N/A,5,Ottimo servizio,27 dicembre 2024
Maria Antonietta Cosmo,IT,21 dic 2024,"Disponibilità, competenza e pazienza dell'operatrice Valeria. Offerta proposta.",5,Disponibilità,21 dicembre 2024
PAOLA PISTOIA,IT,6 giorni fa,N/A,5,operatrice cordiale e disponibile,28 dicembre 2024
Andrea,IT,7 giorni fa,N/A,5,Molto bravi,28 dicembre 2024
Stefano,IT,5 giorni fa,"Professionalità
Cordialità
Rapidità",5,Nuova attivazione,30 dicembre 2024
MIMMO BUSACCA,IT,27 dic 2024,Grande Gemma,5,Gemma Top,27 dicembre 2024
Paolo Lucariello,IT,27 dic 2024,N/A,5,grande piero,27 dicembre 2024
Tommaso Pesso,IT,27 dic 2024,tutto chiaro,5,ottimo,27 dicembre 2024
CERRI,IT,Un giorno fa,Fantastica,5,Fantastica,02 gennaio 2025
Romeo Roberto Zampieri,IT,Un giorno fa,N/A,5,soddisfatto,02 gennaio 2025
Salvatore Attardi,IT,4 giorni fa,Offerta vantaggiosa,5,Competenza,30 dicembre 2024
Olga Skoran,IT,21 dic 2024,N/A,5,Siete bravissimi,21 dicembre 2024
P. Zancope',IT,4 giorni fa,Personale competente,5,attivazione,30 dicembre 2024
DANIELE IANNELLO,IT,27 dic 2024,N/A,5,grande disponibilità dell'operatrice,27 dicembre 2024
Nicolo Zumbo,IT,23 dic 2024,Consulente preparata disponibile e gentilissima,5,Consulente preparata disponibile e…,23 dicembre 2024
Arrigo Opocher,IT,27 dic 2024,"Gentilezza, precisione, rapidità.",5,Senza problemi,27 dicembre 2024
Marcello Maniero,IT,21 dic 2024,Operatore telefonico gentile e preparato.,5,Operatore telefonico gentile e…,21 dicembre 2024
VG,IT,23 dic 2024,N/A,5,Ottima assistenza,23 dicembre 2024
Danilo Belvi,IT,24 dic 2024,N/A,5,..........,24 dicembre 2024
Francesca Sanna,IT,20 dic 2024,N/A,5,Gentilezza,20 dicembre 2024
Aaron Allegra,IT,20 dic 2024,N/A,5,Buon servizio clienti,20 dicembre 2024
Stefania Barbaliscia,IT,20 dic 2024,"L’operatrice è stata molto cordiale e competente.
In pochi minuti ho sottoscritto il contratto, avuto risposte tempestive alle mie domande, e sono stata guidata in tutti i passaggi necessari fino all’arrivo delle mail di conferma sottoscrizione.
Grazie",5,L’operatrice è stata molto cordiale e…,20 dicembre 2024
cliente Manuel,IT,20 dic 2024,N/A,5,molto brava,20 dicembre 2024
Antonio Bersani,IT,20 dic 2024,"Telefonata con esposizione gentile, chiara, sintetica. Processo veloce",5,Telefonata con esposizione gentile,20 dicembre 2024
Beba,IT,20 dic 2024,"Miglior società luce e gas, nessuna sorpresa in fattura, prezzi ottimi. Consigliata",5,Miglior società luce e gas,18 dicembre 2024
Davide,IT,20 dic 2024,Processo veloce e assistenza efficace. Complimenti all'operatrice Graziella per la disponibilità e pazienza nel processo di migrazione.,5,Processo veloce e assistenza efficace,20 dicembre 2024
Antonio Canalia,IT,20 dic 2024,Nella stesura del contratto ho apprezzato la chiarezza dell'esposizione e la professionalità dimostrata dall'addetta nella verifica dei vari passaggi.,5,Chiarezza e professionalità,20 dicembre 2024
Daniele Rondina,IT,20 dic 2024,Facile e ben pilotato inserimento dei dati. Senza invadenze pubblicitarie. Preventivo immediato da salvare. Possibilità di finalizzare subito il contratto.,5,Trasparenza convenienza e non ingerenza.,20 dicembre 2024
LC,IT,20 dic 2024,PAZIENZA E COMPETENZA,5,PAZIENZA E COMPETENZA,20 dicembre 2024
Antonella Malison,IT,20 dic 2024,N/A,5,Attivazione veloce e semplice,20 dicembre 2024
Mario,IT,20 dic 2024,Raffaella è stata molto gentile e professionale. Ottimo servizio,5,Raffaella è stata molto gentile e…,20 dicembre 2024
Massimiliano D,IT,20 dic 2024,"L'operatrice (Erica) ha immediatamente compreso le richieste avanzate e prontamente risposto con le soluzioni consone alla fornitura, disponibile, paziente e compentente. La simpatia e la gentilezza che hanno contraddistinto i molteplici intercorsi telefonici con l'operatrice, sono sicuramente quelle caratteristiche intrinseche che hanno concorso a rendere l'esperienza di primo contatto con l'Azienda, costruttiva e pienamente soddisfacente per la definizione contrattuale, lasciando nel cliente un'aspettativa molto alta in ordine agli eventuali successivi contatti, con i preposti post-vendita, in caso di eventuali subentranti problematiche.",5,"Operatrice disponibile, paziente compentente...",20 dicembre 2024
Sara Correggioli,IT,20 dic 2024,operatore Rossana super top.,5,operatore Rossana super top.,20 dicembre 2024
Iolanda Di Russo,IT,20 dic 2024,"Personale cortese e disbonibile, pratica snella e veloce",5,Personale cortese e disbonibile,20 dicembre 2024
Lorenzo,IT,20 dic 2024,Rapidità nel processo di voltura e competenza dell'operatore al telefono.,5,"Rapidità, cordialità e convenienza",20 dicembre 2024
Antonio Ogana,IT,20 dic 2024,L'operatore Piero è stato molto disponibile ed eusastivo.,5,L'operatore Piero è stato molto…,20 dicembre 2024
Francesca Leo,IT,19 dic 2024,La persona che mi ha seguita è stata paziente ed educata,5,Non ricordo il nome,19 dicembre 2024
LORENZO NOCE,IT,19 dic 2024,Mi sono trovata molto bene,5,Mi sono trovata molto bene,19 dicembre 2024
Felice Morina,IT,19 dic 2024,N/A,5,Colloquio con operatore,19 dicembre 2024
Giovanni Guli',IT,19 dic 2024,Ottimo servizio telefonico. Emilia è stata veloce e professionale,5,Ottimo servizio telefonico,19 dicembre 2024
Irene,IT,19 dic 2024,Alessia mi ha seguita passo passo nell'attivazione delle mie forniture e mi ha spiegato perfettamente tutto!,5,Attivazione forniture,19 dicembre 2024
Angelo Scussel,IT,19 dic 2024,Cordiali e molto disponibili. Ottima impressione.,5,Cordiali e molto disponibili,19 dicembre 2024
erasmo carneglia,IT,19 dic 2024,Molto brava l' operatrice in chat a dare spiegazioni ed a rendere più agevole la sottoscrizione del contratto,5,Molto brava l' operatrice in chat a…,19 dicembre 2024
Vittorio Genova,IT,19 dic 2024,N/A,5,Operatori gentili e competenti,19 dicembre 2024
Giovanni Nori,IT,19 dic 2024,"Grazie per professionalità e la rapida dimostrata, e la pazienza accordatami GPN",5,Grazie per professionalità e la rapida…,19 dicembre 2024
GP,IT,19 dic 2024,"Stefania è stata gentilissima e molto disponibile.
Procedura rapida e supporto durante tutte le fasi di sottoscrizione del servizio.",5,Stefania è stata gentilissima e molto…,19 dicembre 2024
Massimiliano,IT,19 dic 2024,"Dopo 18 mesi di contratto gas, confermo che l'azienda cura ogni dettaglio per rendere chiaro ogni addebito in bolletta. Nessun costo strano, niente conguagli, tutto puntuale e alla luce del sole. In questo mare di aziende in chiaroscuro, fortunatamente ce n'è una che brilla. Spero che restino affidabili anche in futuro.",5,18 mesi di chiarezza,19 dicembre 2024
Cliente verificato,IT,19 dic 2024,"Mi sono trovata bene con sorgenti a i prezzi sono molto convenientemente ,la inserzionista stata chiara ed trasparente ed gentile",5,Mi sono trovata bene con Sorgenia Luce e gas,19 dicembre 2024
Grazia Cerrina,IT,19 dic 2024,"Operatrice gentile e paziente. Chiara nelle spiegazioni. Sintomo di società seria ed affidabile.
Soddisfatta del servizio.",5,Nuovo contratto,19 dicembre 2024
Fabiola Cicerone,IT,19 dic 2024,ho apprezzato la profesionalità e la preparazione tecnica della operatrice,5,ho apprezzato la profesionalità e la…,19 dicembre 2024
Massimo Vaccari,IT,19 dic 2024,"Contatto telefonico perfetto.
Un servizio clienti da 10 e lode, poche domande, precise e chiare.
Fatto tutto in pochissimi minuti",5,Contatto telefonico perfetto.,19 dicembre 2024
Patrizia Giordano,IT,19 dic 2024,Parlato con la Signora Rossana molto gentile e competente. Ha spiegato con estrema chiarezza.Anche il precedente interlocutore Sabino è stato molto esaustivo e cordiale. Grazie ad entrambi. Buon Natale.PG,5,Parlato con la Signora Rossana molto…,19 dicembre 2024
Fabio Siri,IT,19 dic 2024,N/A,5,Molto molto bene,19 dicembre 2024
